date,R_star
2006-04-01,10.227272727272734
2006-04-01,10.227272727272734
2006-04-01,10.227272727272734
2006-04-01,10.227272727272734
2006-05-01,7.38636363636364
2006-05-01,7.38636363636364
2006-05-01,7.38636363636364
2006-05-01,7.38636363636364
2006-05-01,7.38636363636364
2006-06-01,6.439393939393938
2006-06-01,6.439393939393938
2006-06-01,6.439393939393938
2006-06-01,6.439393939393938
2006-06-01,6.439393939393938
2006-06-01,6.439393939393938
2006-06-01,6.439393939393938
2006-07-01,1.7045454545454533
2006-07-01,1.7045454545454533
2006-07-01,1.7045454545454533
2006-07-01,1.7045454545454533
2006-07-01,1.7045454545454533
2006-08-01,1.5151515151515156
2006-08-01,1.5151515151515156
2006-08-01,1.5151515151515156
2006-08-01,1.5151515151515156
2006-08-01,1.5151515151515156
2006-08-01,1.5151515151515156
2006-09-01,1.5151515151515156
2006-09-01,1.5151515151515156
2006-09-01,1.5151515151515156
2006-09-01,1.5151515151515156
2006-09-01,1.5151515151515156
2006-10-01,1.5151515151515156
2006-10-01,1.5151515151515156
2006-10-01,1.5151515151515156
2006-10-01,1.5151515151515156
2006-10-01,1.5151515151515156
2006-10-01,1.5151515151515156
2006-10-01,1.5151515151515156
2006-11-01,1.5151515151515156
2006-11-01,1.5151515151515156
2006-11-01,1.5151515151515156
2006-11-01,1.5151515151515156
2006-11-01,1.5151515151515156
2006-11-01,1.5151515151515156
2006-12-01,1.7045454545454533
2006-12-01,1.7045454545454533
2006-12-01,1.7045454545454533
2006-12-01,1.7045454545454533
2006-12-01,1.7045454545454533
2007-01-01,1.5151515151515156
2007-01-01,1.5151515151515156
2007-01-01,1.5151515151515156
2007-01-01,1.5151515151515156
2007-01-01,1.5151515151515156
2007-01-01,1.5151515151515156
2007-02-01,1.325757575757578
2007-02-01,1.325757575757578
2007-02-01,1.325757575757578
2007-02-01,1.325757575757578
2007-02-01,1.325757575757578
2007-03-01,1.325757575757578
2007-03-01,1.325757575757578
2007-03-01,1.325757575757578
2007-03-01,1.325757575757578
2007-03-01,1.325757575757578
2007-03-01,1.325757575757578
2007-04-01,1.5151515151515156
2007-04-01,1.5151515151515156
2007-04-01,1.5151515151515156
2007-04-01,1.5151515151515156
2007-04-01,1.5151515151515156
2007-04-01,1.5151515151515156
2007-05-01,1.5151515151515156
2007-05-01,1.5151515151515156
2007-05-01,1.5151515151515156
2007-05-01,1.5151515151515156
2007-06-01,1.5151515151515156
2007-06-01,1.5151515151515156
2007-07-01,1.325757575757578
2007-07-01,1.325757575757578
2007-07-01,1.325757575757578
2007-07-01,1.325757575757578
2007-07-01,1.325757575757578
2007-08-01,5.871212121212139
2007-08-01,5.871212121212139
2007-08-01,5.871212121212139
2007-08-01,5.871212121212139
2007-08-01,5.871212121212139
2007-09-01,7.38636363636364
2007-09-01,7.38636363636364
2007-09-01,7.38636363636364
2007-09-01,7.38636363636364
2007-09-01,7.38636363636364
2007-09-01,7.38636363636364
2007-09-01,7.38636363636364
2007-10-01,10.795454545454547
2007-10-01,10.795454545454547
2007-10-01,10.795454545454547
2007-10-01,10.795454545454547
2007-10-01,10.795454545454547
2007-10-01,10.795454545454547
2007-11-01,15.909090909090907
2007-11-01,15.909090909090907
2007-11-01,15.909090909090907
2007-11-01,15.909090909090907
2007-11-01,15.909090909090907
2007-12-01,20.64393939393939
2007-12-01,20.64393939393939
2007-12-01,20.64393939393939
2007-12-01,20.64393939393939
2007-12-01,20.64393939393939
2007-12-01,20.64393939393939
2007-12-01,20.64393939393939
2008-01-01,26.325757575757578
2008-01-01,26.325757575757578
2008-01-01,26.325757575757578
2008-01-01,26.325757575757578
2008-01-01,26.325757575757578
2008-01-01,26.325757575757578
2008-02-01,44.50757575757576
2008-02-01,44.50757575757576
2008-02-01,44.50757575757576
2008-02-01,44.50757575757576
2008-02-01,44.50757575757576
2008-02-01,44.50757575757576
2008-03-01,51.515151515151516
2008-03-01,51.515151515151516
