date,cpi_level
2016-07-01,239.828
2016-08-01,240.305
2016-08-01,240.305
2016-08-01,240.305
2016-08-01,240.305
2016-08-01,240.305
2016-08-01,240.305
2016-09-01,241.002
2016-09-01,241.002
2016-09-01,241.002
2016-09-01,241.002
2016-09-01,241.002
2016-10-01,241.863
2016-10-01,241.863
2016-10-01,241.863
2016-10-01,241.863
2016-10-01,241.863
2016-10-01,241.863
2016-10-01,241.863
2016-11-01,242.348
2016-11-01,242.348
2016-11-01,242.348
2016-11-01,242.348
2016-11-01,242.348
2016-11-01,242.348
2016-12-01,243.032
2016-12-01,243.032
2016-12-01,243.032
2016-12-01,243.032
2016-12-01,243.032
2016-12-01,243.032
2016-12-01,243.032
2016-12-01,243.032
2017-01-01,244.158
2017-01-01,244.158
2017-01-01,244.158
2017-01-01,244.158
2017-01-01,244.158
2017-01-01,244.158
2017-01-01,244.158
2017-01-01,244.158
2017-01-01,244.158
2017-02-01,244.456
2017-02-01,244.456
2017-02-01,244.456
2017-02-01,244.456
2017-02-01,244.456
2017-02-01,244.456
2017-03-01,243.752
2017-03-01,243.752
2017-03-01,243.752
2017-03-01,243.752
2017-03-01,243.752
2017-03-01,243.752
2017-04-01,244.158
2017-04-01,244.158
2017-04-01,244.158
2017-04-01,244.158
2017-04-01,244.158
2017-05-01,243.846
2017-05-01,243.846
2017-05-01,243.846
2017-05-01,243.846
2017-05-01,243.846
2017-05-01,243.846
2017-05-01,243.846
2017-05-01,243.846
2017-06-01,243.79
2017-06-01,243.79
2017-06-01,243.79
2017-06-01,243.79
2017-06-01,243.79
2017-06-01,243.79
2017-07-01,244.048
2017-07-01,244.048
2017-07-01,244.048
2017-07-01,244.048
2017-07-01,244.048
2017-07-01,244.048
2017-07-01,244.048
2017-08-01,245.03
2017-08-01,245.03
2017-08-01,245.03
2017-08-01,245.03
2017-08-01,245.03
2017-08-01,245.03
2017-08-01,245.03
2017-08-01,245.03
2017-09-01,246.373
2017-09-01,246.373
2017-09-01,246.373
2017-09-01,246.373
2017-09-01,246.373
2017-09-01,246.373
2017-10-01,246.639
2017-10-01,246.639
2017-10-01,246.639
2017-10-01,246.639
2017-10-01,246.639
2017-10-01,246.639
2017-10-01,246.639
2017-11-01,247.592
2017-11-01,247.592
2017-11-01,247.592
2017-11-01,247.592
2017-11-01,247.592
2017-11-01,247.592
2017-11-01,247.592
2017-12-01,247.963
2017-12-01,247.963
2017-12-01,247.963
2017-12-01,247.963
2017-12-01,247.963
2017-12-01,247.963
2018-01-01,249.245
2018-01-01,249.245
2018-01-01,249.245
2018-01-01,249.245
2018-01-01,249.245
2018-02-01,249.619
2018-02-01,249.619
2018-02-01,249.619
2018-02-01,249.619
2018-03-01,249.462
2018-03-01,249.462
2018-03-01,249.462
2018-03-01,249.462
2018-03-01,249.462
2018-03-01,249.462
2018-03-01,249.462
2018-04-01,250.013
2018-04-01,250.013
2018-04-01,250.013
2018-04-01,250.013
2018-04-01,250.013
2018-04-01,250.013
2018-04-01,250.013
2018-05-01,250.535
2018-05-01,250.535
2018-05-01,250.535
2018-05-01,250.535
2018-05-01,250.535
2018-05-01,250.535
2018-05-01,250.535
2018-05-01,250.535
2018-06-01,250.857
2018-06-01,250.857
2018-06-01,250.857
2018-06-01,250.857
2018-06-01,250.857
2018-06-01,250.857
2018-06-01,250.857
2018-07-01,251.286
2018-07-01,251.286
2018-07-01,251.286
2018-07-01,251.286
2018-07-01,251.286
2018-07-01,251.286
2018-07-01,251.286
2018-07-01,251.286
2018-08-01,251.846
2018-08-01,251.846
2018-08-01,251.846
2018-08-01,251.846
2018-08-01,251.846
2018-08-01,251.846
2018-08-01,251.846
2018-09-01,251.994
2018-09-01,251.994
2018-09-01,251.994
2018-09-01,251.994
2018-09-01,251.994
2018-10-01,252.827
2018-10-01,252.827
2018-10-01,252.827
2018-10-01,252.827
2018-10-01,252.827
2018-10-01,252.827
2018-11-01,252.876
2018-11-01,252.876
2018-11-01,252.876
2018-11-01,252.876
2018-11-01,252.876
2018-11-01,252.876
2018-12-01,252.733
2018-12-01,252.733
2018-12-01,252.733
2018-12-01,252.733
2018-12-01,252.733
2018-12-01,252.733
2018-12-01,252.733
2019-01-01,252.673
2019-01-01,252.673
2019-01-01,252.673
2019-01-01,252.673
2019-01-01,252.673
2019-01-01,252.673
2019-01-01,252.673
2019-02-01,253.113
2019-02-01,253.113
2019-02-01,253.113
2019-02-01,253.113
2019-02-01,253.113
2019-02-01,253.113
2019-03-01,254.148
2019-03-01,254.148
2019-03-01,254.148
2019-03-01,254.148
2019-03-01,254.148
2019-03-01,254.148
2019-03-01,254.148
2019-04-01,254.958
2019-04-01,254.958
2019-04-01,254.958
2019-04-01,254.958
2019-04-01,254.958
2019-04-01,254.958
2019-04-01,254.958
2019-04-01,254.958
2019-05-01,255.155
2019-05-01,255.155
2019-05-01,255.155
2019-05-01,255.155
2019-05-01,255.155
2019-05-01,255.155
2019-05-01,255.155
2019-05-01,255.155
2019-06-01,255.305
2019-06-01,255.305
2019-06-01,255.305
2019-06-01,255.305
2019-06-01,255.305
2019-06-01,255.305
2019-07-01,256.161
2019-07-01,256.161
2019-07-01,256.161
2019-07-01,256.161
2019-07-01,256.161
2019-07-01,256.161
