"date","savings_rate","wage_yoy","inflation_yoy","borrow_rate","S_star","W_star","I_star","R_star","CFHI"
2014-12-01,4.9,0,-0.624492389525022,0.12,19.0201729106628,28.8428646852583,62.258430706633,98.6742424242424,52.1989276816992
2015-01-01,5.5,0.528025995125914,-0.993536737655687,0.11,20.7492795389049,35.9842048048637,69.2062830790005,98.8636363636364,56.2008509466014
2015-02-01,5.8,0.649878147847271,-0.407793384685096,0.11,21.6138328530259,37.6322063709264,58.1787240196371,98.8636363636364,54.0720999018064
2015-03-01,5.3,0.444444444444447,0.452963008731166,0.11,20.1729106628242,34.8537978047348,41.9736029269542,98.8636363636364,48.9659869395374
2015-04-01,5.6,0.322710770471968,0.338455520311576,0.12,21.0374639769452,33.2073986163022,44.1293902438439,98.6742424242424,49.2621238153334
2015-05-01,5.1,0.483091787439616,0.547637227453968,0.12,19.5965417867435,35.376487641211,40.1912087553943,98.6742424242424,48.4596201518978
2015-06-01,4.8,0.241060666934501,0.764465086320154,0.13,18.7319884726225,32.1031136652876,36.1090761844725,98.4848484848485,46.3572567018078
2015-07-01,4.9,0.120192307692291,0.450573975555923,0.13,19.0201729106628,30.4684175120396,42.0185803121882,98.4848484848485,47.4980048049348
2015-08-01,4.6,0.400160064025612,0.0609791997846942,0.14,18.1556195965418,34.2548692946309,49.3533274796091,98.2954545454545,50.0148177290591
2015-09-01,4.8,0.319872051179515,-0.223856463067873,0.14,18.7319884726225,33.1690060747254,54.7158161504405,98.2954545454545,51.2280663108107
2015-10-01,5.6,0.398406374501992,0.0466521806742337,0.12,21.0374639769452,34.2311513461435,49.6230566170956,98.6742424242424,50.8914785911067
2015-11-01,5.5,0.437549721559272,0.229409932397728,0.12,20.7492795389049,34.7605494389195,46.1823485143637,98.6742424242424,50.0916049791076
2015-12-01,5.5,0.11900039666799,-0.0819183169356585,0.24,20.7492795389049,30.4522973927738,52.0436026608439,96.4015151515152,49.9116736860095
2016-01-01,5.2,0.594294770206028,-0.00167988879136161,0.34,19.8847262247839,36.8804634484251,50.5329854242944,94.5075757575758,50.4514377137698
2016-02-01,5.4,0.356294536817092,-0.0588613688631834,0.38,20.4610951008646,33.6616056064536,51.6095185943182,93.75,49.8705548254091
2016-03-01,5.4,0.236499802916823,-0.0785361203156643,0.36,20.4610951008646,32.0414298059887,51.9799273791899,94.1287878787879,49.6528100412078
2016-04-01,5.4,0.710059171597632,0.49767150315303,0.37,20.4610951008646,38.4461306157827,41.1318937377813,93.9393939393939,48.4946283484556
2016-05-01,5.3,0.827423167848695,0.716428207835706,0.37,20.1729106628242,40.0334316630069,37.0134475475075,93.9393939393939,47.7897959531831
2016-06-01,5.3,0.274079874706334,0.434091004227888,0.38,20.1729106628242,32.5496852268304,42.3288987116576,93.75,47.2003736503281
2016-07-01,5.7,0.626713670191936,0.392649336514728,0.39,21.3256484149856,37.3189160875753,43.1091046429887,93.5606060606061,48.8285688015389
2016-08-01,5.7,0.625733281188889,0.373835679378476,0.4,21.3256484149856,37.3056567189364,43.4633019448282,93.3712121212121,48.8664547999906
2016-09-01,5.7,0.663544106167047,0.448052949438793,0.4,21.3256484149856,37.8170329842423,42.0660426764743,93.3712121212121,48.6449840492286
2016-10-01,6,0.89528999610744,0.848524776089521,0.4,22.1902017291066,40.9513033358191,34.5265175626079,93.3712121212121,47.7598086871864
2016-11-01,5.5,0.387747188832877,0.558501589198435,0.41,20.7492795389049,34.086990128772,39.9866697022889,93.1818181818182,47.001189387946
2016-12-01,5.4,0.386100386100385,0.483331472775905,0.54,20.4610951008646,34.0647177813286,41.401867833253,90.719696969697,46.6618444212858
2017-01-01,5.5,0.347356233114637,0.746859887434592,0.65,20.7492795389049,33.5407186285004,36.4405223195038,88.6363636363636,44.8417210308182
2017-02-01,5.6,0.578257517347724,0.58593107080549,0.66,21.0374639769452,36.6635660261345,39.4702656716575,88.4469696969697,46.4045663429267
2017-03-01,5.9,0.577145055790695,-0.16628576577461,0.79,21.9020172910663,36.6485204290956,53.6319553413157,85.9848484848485,49.5418353865815
2017-04-01,5.3,0.383288616328104,-0.121903328206308,0.9,20.1729106628242,34.0266897212193,52.7963846959113,83.9015151515152,47.7243750578675
2017-05-01,5.5,0.575373993095507,-0.249533658408874,0.91,20.7492795389049,36.6245675154205,55.1992305787318,83.7121212121212,49.0712997112946
2017-06-01,3.8,0.267379679144386,-0.15072207341148,1.04,15.850144092219,32.4590677651573,53.3389438443081,81.25,45.7245389254211
2017-07-01,3.5,0.53394355453853,0.082839168983706,1.15,14.985590778098,36.0642374260482,48.9417784621846,79.1666666666667,44.7895683332494
2017-08-01,3.6,0.456794822992013,0.508634480495518,1.16,15.2737752161383,35.0208317284964,40.925498087711,78.9772727272727,42.5493444399046
2017-09-01,3.1,0.720789074355088,0.952681439716763,1.15,13.8328530259366,38.5912482534532,32.5656011411913,79.1666666666667,41.039092271812
2017-10-01,3.2,0.416351249053748,0.656654287230141,1.15,14.1210374639769,34.4738485878716,38.1387875728695,79.1666666666667,41.4750850728462
2017-11-01,2.9,0.0376789751318718,0.494778242745775,1.16,13.2564841498559,29.3524577341966,41.1863640102194,78.9772727272727,40.6931446553861
2017-12-01,2.4,0.452659373821196,0.536816967308495,1.3,11.8155619596542,34.9649014346307,40.3949175250913,76.3257575757576,40.8752846237834
2018-01-01,3.2,0.753579502637525,0.667630618113657,1.41,14.1210374639769,39.0347256640238,37.9321405209496,74.2424242424242,41.3325819728437
2018-02-01,3.4,0.791258477769419,0.818685579501754,1.42,14.6974063400576,39.5443187129624,35.0882883466668,74.0530303030303,40.8457609256793
2018-03-01,3.1,0.637898686679184,0.60452567520155,1.51,13.8328530259366,37.4701889561767,39.120192389352,72.3484848484848,40.6929298049875
2018-04-01,2.8,0.449101796407181,0.3081305542739,1.69,12.9682997118156,34.9167866248489,44.700306417724,68.9393939393939,40.3811966734456
