date,year,month,savings_rate,wage_level,wage_yoy,cpi_level,inflation_yoy,borrow_rate,S_star,W_star,I_star,R_star,CFHI_raw,CFHI
2009-01-01,2009,1,5,22.01,0.41058394160584655,212.174,-0.41584530179291646,0.15,19.30835734870317,36.188403148859734,58.33031428693977,98.10606060606061,52.98328384764082,52.69855877550305
2009-01-01,2009,1,5,22.02,0.6858710562414272,212.174,-0.41584530179291646,0.15,19.30835734870317,39.73696870773888,58.33031428693977,98.10606060606061,53.87042523736061,52.98961849684588
2009-01-01,2009,1,5,21.99,0.5027422303473417,212.174,-0.41584530179291646,0.15,19.30835734870317,37.3763618727042,58.33031428693977,98.10606060606061,53.28027352860194,53.37799420453445
2009-01-01,2009,1,5,22,0.5944215820758991,212.174,-0.41584530179291646,0.15,19.30835734870317,38.55814689898482,58.33031428693977,98.10606060606061,53.57571978517209,53.57547285037821
2009-01-01,2009,1,5,21.96,-0.13642564802182067,212.174,0.32341954702350684,0.15,19.30835734870317,29.137221720702662,44.412466581984624,98.10606060606061,47.74102656436277,51.53233995937893
2009-01-01,2009,1,5,21.97,-0.13636363636364557,212.174,0.32341954702350684,0.15,19.30835734870317,29.13802107680307,44.412466581984624,98.10606060606061,47.74122640338787,49.68599091764091
2009-01-01,2009,1,5,21.96,-0.22716946842344932,212.174,0.32341954702350684,0.15,19.30835734870317,27.967496082855043,44.412466581984624,98.10606060606061,47.44859515490086,47.643616040883835
2009-02-01,2009,2,4.2,22.07,0.40946314831664665,213.007,0.717291597711478,0.22,17.0028818443804,36.17395565657539,36.99719284688129,96.78030303030303,46.73858334453503,47.309468300941255
2009-02-01,2009,2,4.2,22.05,0.5013673655423823,213.007,0.717291597711478,0.22,17.0028818443804,37.358639292766334,36.99719284688129,96.78030303030303,47.03475425358276,47.07397758433955
2009-02-01,2009,2,4.2,22.01,0,213.007,0.39260229811381997,0.22,17.0028818443804,30.89580514208387,43.10999021640822,96.78030303030303,46.94724505829388,46.90686088547056
2009-02-01,2009,2,4.2,22,-0.09082652134423386,213.007,0.39260229811381997,0.22,17.0028818443804,29.72501345464289,43.10999021640822,96.78030303030303,46.654547136433635,46.87884881610342
2009-02-01,2009,2,4.2,21.99,0,213.007,0.39260229811381997,0.22,17.0028818443804,30.89580514208387,43.10999021640822,96.78030303030303,46.94724505829388,46.849679084340465
2009-02-01,2009,2,4.2,21.98,-0.09090909090908594,213.007,0.39260229811381997,0.22,17.0028818443804,29.723949098563484,43.10999021640822,96.78030303030303,46.65428104741378,46.7520244140471
2009-03-01,2009,3,4.2,22.11,0.6830601092896016,212.714,0.25450809241471806,0.18,17.0028818443804,39.700734430830245,45.70983535571651,97.53787878787878,49.98783260470148,47.86311957013638
2009-03-01,2009,3,4.2,22.1,0.591715976331364,212.714,0.25450809241471806,0.18,17.0028818443804,38.523270514110536,45.70983535571651,97.53787878787878,49.69346662552156,48.77852675921227
2009-03-01,2009,3,4.2,22.11,0.6830601092896016,212.714,0.25450809241471806,0.18,17.0028818443804,39.700734430830245,45.70983535571651,97.53787878787878,49.98783260470148,49.889710611641505
2009-03-01,2009,3,4.2,22.08,0.0453103760761131,212.714,-0.13755416488659966,0.18,17.0028818443804,31.479874760512626,53.091036824604004,97.53787878787878,49.77791805434396,49.81973909485566
2009-03-01,2009,3,4.2,22.06,-0.09057971014492239,212.714,-0.13755416488659966,0.18,17.0028818443804,29.72819495379363,53.091036824604004,97.53787878787878,49.339998102664204,49.701916253903214
2009-03-01,2009,3,4.2,22.05,0,212.714,-0.13755416488659966,0.18,17.0028818443804,30.89580514208387,53.091036824604004,97.53787878787878,49.631900649736764,49.583272268914975
2009-04-01,2009,4,5.7,22.13,0.5452067242162517,212.671,-0.15774129488702604,0.15,21.32564841498559,37.92374688423272,53.471091958289705,98.10606060606061,52.70663696589216,50.559511906097704
2009-04-01,2009,4,5.7,22.11,0.49999999999998934,212.671,-0.15774129488702604,0.15,21.32564841498559,37.34101338144623,53.471091958289705,98.10606060606061,52.56095359019553,51.63316373527482
2009-04-01,2009,4,5.7,22.1,0.5002273760800424,212.671,-0.15774129488702604,0.15,21.32564841498559,37.34394435381542,53.471091958289705,98.10606060606061,52.56168633328783,52.60975896312517
2009-04-01,2009,4,5.7,22.09,0.5004549590536866,212.671,-0.15774129488702604,0.15,21.32564841498559,37.346877993129155,53.471091958289705,98.10606060606061,52.562419743116266,52.56168655553321
2009-04-01,2009,4,5.7,22.1,0.09057971014494459,212.671,-0.02021493648749484,0.15,21.32564841498559,32.0634153303744,50.88193745610254,98.10606060606061,50.59426545188079,51.90612384276162
2009-05-01,2009,5,6.9,22.14,0.13568521031208647,212.876,0.07615859792962087,0.18,24.783861671469737,32.64484401301006,49.06755093826237,97.53787878787878,51.00853385265523,51.388406349217426
2009-05-01,2009,5,6.9,22.12,0.09049773755656076,212.876,0.07615859792962087,0.18,24.783861671469737,32.062358669570294,49.06755093826237,97.53787878787878,50.8629125167953,50.821903940443775
2009-05-01,2009,5,6.9,22.11,0,212.876,0.07615859792962087,0.18,24.783861671469737,30.89580514208387,49.06755093826237,97.53787878787878,50.57127413492369,50.81424016812474
2009-05-01,2009,5,6.9,22.1,0.09057971014494459,212.876,0.07615859792962087,0.18,24.783861671469737,32.0634153303744,49.06755093826237,97.53787878787878,50.86317668199632,50.7657877779051
2009-05-01,2009,5,6.9,22.11,0.2266545784224805,212.876,0.07615859792962087,0.18,24.783861671469737,33.81747705475948,49.06755093826237,97.53787878787878,51.30169211309259,50.91204764333753
2009-05-01,2009,5,6.9,22.12,0.31746031746031633,212.876,0.07615859792962087,0.18,24.783861671469737,34.9880008496156,49.06755093826237,97.53787878787878,51.59432306180662,51.25306395229851
2009-06-01,2009,6,4.6,22.18,0.2259376412110381,214.459,0.8407352201287521,0.21,18.155619596541786,33.808235435514895,34.67316846008369,96.96969696969697,45.901680115459335,49.59923176345285
2009-06-01,2009,6,4.6,22.16,0.09033423667570428,214.459,0.8407352201287521,0.21,18.155619596541786,32.060251075121414,34.67316846008369,96.96969696969697,45.46468402536097,47.65356240087564
2009-06-01,2009,6,4.6,22.17,0.27137042062417294,214.459,0.8407352201287521,0.21,18.155619596541786,34.39388288393624,34.67316846008369,96.96969696969697,46.048091977564674,45.80481870612832
2009-06-01,2009,6,4.6,22.15,0.2262443438913797,214.459,0.8407352201287521,0.21,18.155619596541786,33.81218896079964,34.67316846008369,96.96969696969697,45.90266849678052,45.80514816656872
2009-06-01,2009,6,4.6,22.16,0.31688546853780863,214.459,0.8407352201287521,0.21,18.155619596541786,34.98059080759213,34.67316846008369,96.96969696969697,46.19476895847864,46.048509810941276
2009-06-01,2009,6,4.6,22.14,0.18099547511312153,214.459,0.8407352201287521,0.21,18.155619596541786,33.228912197056715,34.67316846008369,96.96969696969697,45.75684930584479,45.95142892036798
2009-06-01,2009,6,4.6,22.13,-0.04516711833785214,214.459,0.7436253969447026,0.21,18.155619596541786,30.313582175565102,36.50141679610913,96.96969696969697,45.48507888447825,45.81223238293389
2009-06-01,2009,6,4.6,22.14,0.09041591320071429,214.459,0.7436253969447026,0.21,18.155619596541786,32.06130391954533,36.50141679610913,96.96969696969697,45.92200932047331,45.721312503598774
2009-07-01,2009,7,4.2,22.21,0.45228403437358455,214.469,0.7483229673612701,0.16,17.0028818443804,36.72593471183735,36.41297749083746,97.91666666666667,47.01461517843047,46.14056779446067
2009-07-01,2009,7,4.2,22.22,0.5429864253393646,214.469,0.7483229673612701,0.16,17.0028818443804,37.8951263070024,36.41297749083746,97.91666666666667,47.306913077221736,46.7478458587085
2009-07-01,2009,7,4.2,22.19,0.36182722749886764,214.469,0.7483229673612701,0.16,17.0028818443804,35.55990879788665,36.41297749083746,97.91666666666667,46.7231086999428,47.01487898519833
2009-07-01,2009,7,4.2,22.18,0.2712477396021651,214.469,0.7483229673612701,0.16,17.0028818443804,34.39230147446853,36.41297749083746,97.91666666666667,46.431206869088264,46.82040954875094
2009-08-01,2009,8,3,22.26,0.36068530207395977,215.428,0.4518346164068543,0.16,13.544668587896252,35.54518890357195,41.99484672414866,97.91666666666667,47.250342720570885,46.80155276320065
2009-08-01,2009,8,3,22.28,0.5415162454873723,215.428,0.4518346164068543,0.16,13.544668587896252,37.87617507641159,41.99484672414866,97.91666666666667,47.83308926378079,47.17154628447998
2009-08-01,2009,8,3,22.29,0.5412719891745521,215.428,0.4518346164068543,0.16,13.544668587896252,37.873026510811776,41.99484672414866,97.91666666666667,47.83230212238084,47.6385780355775
2009-08-01,2009,8,3,22.27,0.5417607223476395,215.428,0.4518346164068543,0.16,13.544668587896252,37.87932648495984,41.99484672414866,97.91666666666667,47.83387711591786,47.833089500693156
2009-08-01,2009,8,3,22.26,0.4512635379061436,215.428,0.4518346164068543,0.16,13.544668587896252,36.71278008735697,41.99484672414866,97.91666666666667,47.54224051651714,47.73613991827194
2009-08-01,2009,8,3,22.25,0.49683830171634025,215.428,0.4518346164068543,0.16,13.544668587896252,37.30025777378992,41.99484672414866,97.91666666666667,47.68910993812538,47.688409190186796
2009-08-01,2009,8,3,22.23,0.451875282422054,215.428,0.4518346164068543,0.16,13.544668587896252,36.720665728945626,41.99484672414866,97.91666666666667,47.5442119269143,47.591854127185606
2009-09-01,2009,9,3.3,22.31,0.7678410117434531,215.791,0.6210977389617511,0.15,14.409221902017292,40.793595572902554,38.808196681804766,98.10606060606061,48.029268690696306,47.75419685191199
2009-09-01,2009,9,3.3,22.29,0.36019810895993043,215.791,0.6164061006485699,0.15,14.409221902017292,35.53890878142654,38.8965243057059,98.10606060606061,46.737678898802585,47.43705317213773
2009-09-01,2009,9,3.3,22.28,0.27002700270029045,215.791,0.6164061006485699,0.15,14.409221902017292,34.37656566739242,38.8965243057059,98.10606060606061,46.447093120294056,47.07134690326432
2009-09-01,2009,9,3.3,22.29,0.45065344749886105,215.791,0.6164061006485699,0.15,14.409221902017292,36.70491576791742,38.8965243057059,98.10606060606061,47.029180645425306,46.73798422150731
2009-09-01,2009,9,3.3,22.26,0.36068530207395977,215.791,0.6164061006485699,0.15,14.409221902017292,35.54518890357195,38.8965243057059,98.10606060606061,46.739248929338935,46.73850756501943
2009-09-01,2009,9,3.3,22.27,0.04492362982928544,215.791,0.16850177321425797,0.15,14.409221902017292,31.474889440319437,47.32904240203045,98.10606060606061,47.829803587606946,47.19941105412372
2009-09-01,2009,9,3.3,22.26,-0.08976660682226134,215.791,0.16850177321425797,0.15,14.409221902017292,29.73867619426297,47.32904240203045,98.10606060606061,47.39575027609283,47.3216009310129
2009-09-01,2009,9,3.3,22.27,-0.08972633467922986,215.791,0.16850177321425797,0.15,14.409221902017292,29.739195318959133,47.32904240203045,98.10606060606061,47.39588005726687,47.54047797365555
2009-10-01,2009,10,4.4,22.34,0.31432420296362285,216.385,0.44423194756484374,0.12,17.579250720461097,34.94757502762826,42.13797917155736,98.67424242424242,48.33476183597229,47.708797389777324
2009-10-01,2009,10,4.4,22.35,0.40431266846361336,216.385,0.44423194756484374,0.12,17.579250720461097,36.10756382620451,42.13797917155736,98.67424242424242,48.62475903561635,48.11846697628517
2009-10-01,2009,10,4.4,22.32,0.31460674157304247,216.385,0.44423194756484374,0.12,17.579250720461097,34.951217067974994,42.13797917155736,98.67424242424242,48.33567234605897,48.431731072549205
2009-10-01,2009,10,4.4,22.31,0.3598740440845738,216.385,0.44423194756484374,0.12,17.579250720461097,35.534731450217066,42.13797917155736,98.67424242424242,48.48155094161949,48.480660774431605
2009-10-01,2009,10,4.4,22.3,-0.04482294935005404,216.385,0.2752663456770721,0.12,17.579250720461097,30.31801865715688,45.319027909658594,98.67424242424242,47.972634927879746,48.26328607185274
2009-10-01,2009,10,4.4,22.31,0.08972633467922986,216.385,0.2752663456770721,0.12,17.579250720461097,32.05241496520861,45.319027909658594,98.67424242424242,48.40623400489268,48.2868066247973
2009-11-01,2009,11,4.7,22.37,0.4039497307001705,217.25,0.6761171689273482,0.12,18.443804034582133,36.102885407277874,37.77236757630812,98.67424242424242,47.74832486060264,48.042397931125016
2009-11-01,2009,11,4.7,22.39,0.4486316733961493,217.25,0.6761171689273482,0.12,18.443804034582133,36.67885425770756,37.77236757630812,98.67424242424242,47.89231707321006,48.01562531290179
2009-11-01,2009,11,4.7,22.38,0.5390835579514697,217.25,0.6761171689273482,0.12,18.443804034582133,37.8448167209112,37.77236757630812,98.67424242424242,48.18380768901097,47.94148320760789
2009-11-01,2009,11,4.7,22.39,0.5388414907947947,217.25,0.6761171689273482,0.12,18.443804034582133,37.84169637444584,37.77236757630812,98.67424242424242,48.18302760239463,48.08638412153855
2009-11-01,2009,11,4.7,22.37,0.49415992812218423,217.25,0.6761171689273482,0.12,18.443804034582133,37.26573242267563,37.77236757630812,98.67424242424242,48.03903661445208,48.13529063528589
2009-11-01,2009,11,4.7,22.34,0.31432420296362285,217.25,0.6761171689273482,0.12,18.443804034582133,34.94757502762826,37.77236757630812,98.67424242424242,47.45949726569023,47.89385382751232
2009-11-01,2009,11,4.7,22.36,0.08952551477170445,217.25,0.39975044480902167,0.12,18.443804034582133,32.04982631296339,42.97541487817082,98.67424242424242,48.03582191248969,47.844785264210664
2009-11-01,2009,11,4.7,22.35,0,217.25,0.39975044480902167,0.12,18.443804034582133,30.89580514208387,42.97541487817082,98.67424242424242,47.74731661976981,47.74754526598324
2009-11-01,2009,11,4.7,22.33,0.044802867383508804,217.25,0.39975044480902167,0.12,18.443804034582133,31.473332762098384,42.97541487817082,98.67424242424242,47.89169852477344,47.89161235234431
2009-12-01,2009,12,4.8,22.39,0.35858359480054336,217.541,0.5342329643921673,0.12,18.731988472622476,35.51809702150124,40.44356552873467,98.67424242424242,48.3419733617752,47.99366283543949
2009-12-01,2009,12,4.8,22.4,0.4484304932735439,217.541,0.5342329643921673,0.12,18.731988472622476,36.67626096213994,40.44356552873467,98.67424242424242,48.63151434693488,48.28839541116117
2009-12-01,2009,12,4.8,22.41,0.44822949350067365,217.541,0.5342329643921673,0.12,18.731988472622476,36.67366999135551,40.44356552873467,98.67424242424242,48.63086660423877,48.53478477098295
2009-12-01,2009,12,4.8,22.38,0.044702726866319153,217.541,0.13394706559264336,0.12,18.731988472622476,31.472041909125416,47.97959025228582,98.67424242424242,49.214465764569034,48.82561557191423
2009-12-01,2009,12,4.8,22.37,-0.08932559178204125,217.541,0.13394706559264336,0.12,18.731988472622476,29.744361061804785,47.97959025228582,98.67424242424242,48.782545552738874,48.87595930718223
2009-12-01,2009,12,4.8,22.36,-0.08936550491509543,217.541,0.13394706559264336,0.12,18.731988472622476,29.74384656489675,47.97959025228582,98.67424242424242,48.782416928511864,48.92647608193992
2009-12-01,2009,12,4.8,22.37,-0.08932559178204125,217.541,0.13394706559264336,0.12,18.731988472622476,29.744361061804785,47.97959025228582,98.67424242424242,48.782545552738874,48.78250267799654
